,drug_name,drug_id,target_name,target_id,disease_name,disease_id,knowledge_source_r1,knowledge_source_r2
206,acetazolamide,CHEBI:27690,CA2,NCBIGene:760,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
207,acetazolamide,CHEBI:27690,CA12,NCBIGene:771,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
208,acetazolamide,CHEBI:27690,CA1,NCBIGene:759,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
209,acetazolamide,CHEBI:27690,CA7,NCBIGene:766,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
210,acetazolamide,CHEBI:27690,CA4,NCBIGene:762,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
211,acetazolamide,CHEBI:27690,CA3,NCBIGene:761,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
212,triamterene,CHEBI:9671,SCNN1B,NCBIGene:6338,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
213,triamterene,CHEBI:9671,SCNN1G,NCBIGene:6340,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
214,triamterene,CHEBI:9671,SCNN1A,NCBIGene:6337,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
215,amiloride,CHEBI:2639,SCNN1B,NCBIGene:6338,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
216,amiloride,CHEBI:2639,SLC9A1,NCBIGene:6548,Edema,HP:0000969,infores:disgenet,infores:drugcentral
217,amiloride,CHEBI:2639,SLC9A1,NCBIGene:6548,Edema,HP:0000969,infores:ctd,infores:drugcentral
218,amiloride,CHEBI:2639,SCNN1G,NCBIGene:6340,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
219,amiloride,CHEBI:2639,SCNN1A,NCBIGene:6337,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
220,indapamide,CHEBI:5893,CA2,NCBIGene:760,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
221,indapamide,CHEBI:5893,CA14,NCBIGene:23632,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
222,indapamide,CHEBI:5893,CA7,NCBIGene:766,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
223,indapamide,CHEBI:5893,CA1,NCBIGene:759,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
224,indapamide,CHEBI:5893,CA3,NCBIGene:761,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
225,indapamide,CHEBI:5893,CA4,NCBIGene:762,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
226,indapamide,CHEBI:5893,CA12,NCBIGene:771,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
227,indapamide,CHEBI:5893,SLC12A3,NCBIGene:6559,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
228,hydrochlorothiazide,CHEBI:5778,SLC12A3,NCBIGene:6559,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
229,hydrochlorothiazide,CHEBI:5778,CA2,NCBIGene:760,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
230,hydrochlorothiazide,CHEBI:5778,CA4,NCBIGene:762,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
231,hydrochlorothiazide,CHEBI:5778,CA1,NCBIGene:759,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
232,hydrochlorothiazide,CHEBI:5778,CA12,NCBIGene:771,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
233,furosemide,CHEBI:47426,CA4,NCBIGene:762,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
234,furosemide,CHEBI:47426,ALB,NCBIGene:213,Edema,HP:0000969,infores:hpo-annotations,infores:drugcentral
235,furosemide,CHEBI:47426,CA12,NCBIGene:771,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
236,furosemide,CHEBI:47426,CA14,NCBIGene:23632,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
237,furosemide,CHEBI:47426,CA1,NCBIGene:759,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
238,furosemide,CHEBI:47426,CA2,NCBIGene:760,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
239,furosemide,CHEBI:47426,SLC12A1,NCBIGene:6557,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
240,furosemide,CHEBI:47426,CA7,NCBIGene:766,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
241,furosemide,CHEBI:47426,SLCO2A1,NCBIGene:6578,Edema,HP:0000969,infores:hpo-annotations,infores:drugcentral
242,ethacrynic acid,CHEBI:4876,SLC12A1,NCBIGene:6557,Edema,HP:0000969,infores:drugmechdb,infores:drugcentral
243,ethacrynic acid,CHEBI:4876,ALB,NCBIGene:213,Edema,HP:0000969,infores:hpo-annotations,infores:drugcentral
244,dexbrompheniramine,CHEBI:59269,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
245,dexbrompheniramine,CHEBI:59269,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
246,dexbrompheniramine,CHEBI:59269,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
247,prednisone,CHEBI:8382,NR3C1,NCBIGene:2908,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
248,prednisolone,CHEBI:8378,NR3C1,NCBIGene:2908,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
249,methylprednisolone,CHEBI:6888,NR3C1,NCBIGene:2908,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
250,fluticasone,CHEBI:5134,NR3C1,NCBIGene:2908,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
251,fexofenadine,CHEBI:5050,SLCO1B3,NCBIGene:28234,Pruritus,HP:0000989,infores:hpo-annotations,everycure_indication_list
252,fexofenadine,CHEBI:5050,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,everycure_indication_list
253,fexofenadine,CHEBI:5050,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,everycure_indication_list
254,fexofenadine,CHEBI:5050,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
255,fexofenadine,CHEBI:5050,SLCO1B1,NCBIGene:10599,Pruritus,HP:0000989,infores:hpo-annotations,everycure_indication_list
256,diphenhydramine,CHEBI:4636,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,everycure_indication_list
257,diphenhydramine,CHEBI:4636,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,everycure_indication_list
258,diphenhydramine,CHEBI:4636,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
259,clobetasol propionate,CHEBI:31414,NR3C1,NCBIGene:2908,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
260,desloratadine,CHEBI:291342,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,everycure_indication_list
261,desloratadine,CHEBI:291342,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,everycure_indication_list
262,desloratadine,CHEBI:291342,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,everycure_indication_list
263,estradiol valerate,CHEBI:16469,SLCO1B3,NCBIGene:28234,Pruritus,HP:0000989,infores:hpo-annotations,everycure_indication_list
264,estradiol valerate,CHEBI:16469,SLCO1B1,NCBIGene:10599,Pruritus,HP:0000989,infores:hpo-annotations,everycure_indication_list
265,triprolidine,CHEBI:84116,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
266,triprolidine,CHEBI:84116,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
267,triprolidine,CHEBI:84116,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
268,tetracaine,CHEBI:9468,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
269,tetracaine,CHEBI:9468,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
270,hydroxyzine,CHEBI:5818,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
271,hydroxyzine,CHEBI:5818,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
272,hydroxyzine,CHEBI:5818,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
273,doxepin,CHEBI:4710,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
274,doxepin,CHEBI:4710,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
275,doxepin,CHEBI:4710,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
276,doxepin,CHEBI:4710,HRH4,NCBIGene:59340,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
277,doxepin,CHEBI:4710,HRH4,NCBIGene:59340,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
278,doxepin,CHEBI:4710,HRH2,NCBIGene:3274,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
279,carbinoxamine,CHEBI:3398,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
280,carbinoxamine,CHEBI:3398,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
281,carbinoxamine,CHEBI:3398,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
282,dibucaine,CHEBI:247956,SCN5A,NCBIGene:6331,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
283,dibucaine,CHEBI:247956,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
284,dibucaine,CHEBI:247956,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
285,chlorpheniramine,CHEBI:52010,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
286,chlorpheniramine,CHEBI:52010,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
287,chlorpheniramine,CHEBI:52010,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
288,brompheniramine,CHEBI:3183,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
289,brompheniramine,CHEBI:3183,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
290,brompheniramine,CHEBI:3183,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
291,terbutaline,CHEBI:9449,ADRB3,NCBIGene:155,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
292,terbutaline,CHEBI:9449,ADRB2,NCBIGene:154,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
293,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
294,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
295,emedastine,CHEBI:4779,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
296,doxylamine,CHEBI:51380,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
297,doxylamine,CHEBI:51380,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
298,doxylamine,CHEBI:51380,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
299,clemastine,CHEBI:3738,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
300,clemastine,CHEBI:3738,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
301,clemastine,CHEBI:3738,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
302,cyproheptadine,CHEBI:4046,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
303,cyproheptadine,CHEBI:4046,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
304,cyproheptadine,CHEBI:4046,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
305,azatadine,CHEBI:2946,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
306,azatadine,CHEBI:2946,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
307,azatadine,CHEBI:2946,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
308,benzocaine,CHEBI:116735,SCN11A,NCBIGene:11280,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
309,benzocaine,CHEBI:116735,SCN5A,NCBIGene:6331,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
310,benzocaine,CHEBI:116735,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
311,benzocaine,CHEBI:116735,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
312,benzocaine,CHEBI:116735,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
313,benzocaine,CHEBI:116735,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
314,benzocaine,CHEBI:116735,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
315,benzocaine,CHEBI:116735,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
316,methdilazine,CHEBI:6823,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
317,methdilazine,CHEBI:6823,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
318,methdilazine,CHEBI:6823,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
319,lidocaine,CHEBI:6456,SCN11A,NCBIGene:11280,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
320,lidocaine,CHEBI:6456,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
321,lidocaine,CHEBI:6456,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
322,lidocaine,CHEBI:6456,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
323,lidocaine,CHEBI:6456,SCN9A,NCBIGene:6335,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
324,lidocaine,CHEBI:6456,SCN5A,NCBIGene:6331,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
325,lidocaine,CHEBI:6456,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
326,lidocaine,CHEBI:6456,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
327,dyclonine,CHEBI:4724,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
328,dyclonine,CHEBI:4724,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
329,dyclonine,CHEBI:4724,SCN5A,NCBIGene:6331,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
330,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
331,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
332,antazoline,CHEBI:84115,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
333,bupivacaine,CHEBI:3215,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
334,bupivacaine,CHEBI:3215,SCN10A,NCBIGene:6336,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
335,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
336,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
337,mepyramine,CHEBI:6762,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
338,promazine,CHEBI:8459,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
339,promazine,CHEBI:8459,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
340,promazine,CHEBI:8459,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
341,(-)-menthol,CHEBI:15409,TRPM8,NCBIGene:79054,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
342,(-)-menthol,CHEBI:15409,TRPA1,NCBIGene:8989,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
343,(-)-menthol,CHEBI:15409,TRPV3,NCBIGene:162514,Pruritus,HP:0000989,infores:hpo-annotations,infores:drugcentral
344,(-)-menthol,CHEBI:15409,TRPV3,NCBIGene:162514,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
345,diphenylpyraline,CHEBI:59788,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:ctd,infores:drugcentral
346,diphenylpyraline,CHEBI:59788,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:disgenet,infores:drugcentral
347,diphenylpyraline,CHEBI:59788,HRH1,NCBIGene:3269,Pruritus,HP:0000989,infores:drugmechdb,infores:drugcentral
348,spironolactone,CHEBI:9241,NR3C1,NCBIGene:2908,Hirsutism,HP:0001007,infores:hpo-annotations,everycure_indication_list
349,spironolactone,CHEBI:9241,CYP11B1,NCBIGene:1584,Hirsutism,HP:0001007,infores:hpo-annotations,everycure_indication_list
350,L-carnitine,CHEBI:16347,CRAT,NCBIGene:1384,Hypotonia,HP:0001252,infores:hpo-annotations,everycure_indication_list
351,L-carnitine,CHEBI:16347,CPT1A,NCBIGene:1374,Hypotonia,HP:0001252,infores:hpo-annotations,everycure_indication_list
352,L-carnitine,CHEBI:16347,CPT2,NCBIGene:1376,Hypotonia,HP:0001252,infores:hpo-annotations,everycure_indication_list
353,L-carnitine,CHEBI:16347,SLC25A20,NCBIGene:788,Hypotonia,HP:0001252,infores:hpo-annotations,everycure_indication_list
354,L-carnitine,CHEBI:16347,SLC22A5,NCBIGene:6584,Hypotonia,HP:0001252,infores:hpo-annotations,everycure_indication_list
355,baclofen,CHEBI:187893,GABBR2,NCBIGene:9568,Spasticity,HP:0001257,infores:hpo-annotations,everycure_indication_list
356,orphenadrine,CHEBI:7789,GRIN2D,NCBIGene:2906,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
357,orphenadrine,CHEBI:7789,GRIN2D,NCBIGene:2906,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
358,orphenadrine,CHEBI:7789,GRIN1,NCBIGene:2902,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
359,orphenadrine,CHEBI:7789,GRIN1,NCBIGene:2902,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
360,orphenadrine,CHEBI:7789,GRIN3A,NCBIGene:116443,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
361,orphenadrine,CHEBI:7789,GRIN3B,NCBIGene:116444,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
362,cyclobenzaprine,CHEBI:3996,ADRA2C,NCBIGene:152,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
363,cyclobenzaprine,CHEBI:3996,HTR2A,NCBIGene:3356,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
364,diazepam,CHEBI:49575,GABRA2,NCBIGene:2555,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
365,diazepam,CHEBI:49575,GABRA5,NCBIGene:2558,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
366,diazepam,CHEBI:49575,GABRG2,NCBIGene:2566,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
367,diazepam,CHEBI:49575,GABRB2,NCBIGene:2561,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
368,dantrolene,CHEBI:4317,RYR1,NCBIGene:6261,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
369,tizanidine,CHEBI:63629,ADRA2A,NCBIGene:150,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
370,tizanidine,CHEBI:63629,ADRA2B,NCBIGene:151,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
371,tizanidine,CHEBI:63629,ADRA2C,NCBIGene:152,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
372,caffeine,CHEBI:27732,RYR1,NCBIGene:6261,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
373,caffeine,CHEBI:27732,PDE4B,NCBIGene:5142,Spasticity,HP:0001257,infores:drugmechdb,infores:drugcentral
374,caffeine,CHEBI:27732,ATM,NCBIGene:472,Spasticity,HP:0001257,infores:hpo-annotations,infores:drugcentral
375,hydroxyzine,CHEBI:5818,CYP2D6,NCBIGene:1565,Coma,HP:0001259,infores:ctd,everycure_indication_list
376,hydroxyzine,CHEBI:5818,CYP2D6,NCBIGene:1565,Coma,HP:0001259,infores:disgenet,everycure_indication_list
377,dihydrotachysterol,CHEBI:4591,VDR,NCBIGene:7421,Tetany,HP:0001281,infores:drugmechdb,infores:drugcentral
378,L-carnitine,CHEBI:16347,CPT1A,NCBIGene:1374,Muscle weakness,HP:0001324,infores:hpo-annotations,everycure_indication_list
379,L-carnitine,CHEBI:16347,CPT2,NCBIGene:1376,Muscle weakness,HP:0001324,infores:hpo-annotations,everycure_indication_list
380,L-carnitine,CHEBI:16347,SLC25A20,NCBIGene:788,Muscle weakness,HP:0001324,infores:hpo-annotations,everycure_indication_list
381,L-carnitine,CHEBI:16347,SLC22A5,NCBIGene:6584,Muscle weakness,HP:0001324,infores:hpo-annotations,everycure_indication_list
382,diazepam,CHEBI:49575,GABRA2,NCBIGene:2555,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
383,diazepam,CHEBI:49575,GABRA5,NCBIGene:2558,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
384,diazepam,CHEBI:49575,GABRG2,NCBIGene:2566,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
385,diazepam,CHEBI:49575,GABRA3,NCBIGene:2556,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
386,diazepam,CHEBI:49575,GABRB2,NCBIGene:2561,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
387,diazepam,CHEBI:49575,GABRD,NCBIGene:2563,Tremor,HP:0001337,infores:hpo-annotations,everycure_indication_list
388,spironolactone,CHEBI:9241,NR3C2,NCBIGene:4306,Ascites,HP:0001541,infores:drugmechdb,infores:drugcentral
389,amiodarone,CHEBI:2663,ADRB1,NCBIGene:153,Tachycardia,HP:0001649,infores:drugmechdb,everycure_indication_list
390,verapamil,CHEBI:77733,KCNJ11,NCBIGene:3767,Tachycardia,HP:0001649,infores:hpo-annotations,everycure_indication_list
391,verapamil,CHEBI:77733,CACNA1S,NCBIGene:779,Tachycardia,HP:0001649,infores:hpo-annotations,everycure_indication_list
392,verapamil,CHEBI:77733,CACNB2,NCBIGene:783,Tachycardia,HP:0001649,infores:hpo-annotations,everycure_indication_list
393,verapamil,CHEBI:77733,CACNA1C,NCBIGene:775,Tachycardia,HP:0001649,infores:hpo-annotations,everycure_indication_list
394,verapamil,CHEBI:77733,SCN5A,NCBIGene:6331,Tachycardia,HP:0001649,infores:hpo-annotations,everycure_indication_list
395,verapamil,CHEBI:77733,SCN5A,NCBIGene:6331,Tachycardia,HP:0001649,infores:drugmechdb,everycure_indication_list
396,esmolol,CHEBI:4856,ADRB1,NCBIGene:153,Tachycardia,HP:0001649,infores:drugmechdb,everycure_indication_list
397,nadolol,CHEBI:7444,ADRB2,NCBIGene:154,Angina pectoris,HP:0001681,infores:drugmechdb,everycure_indication_list
398,nadolol,CHEBI:7444,ADRB1,NCBIGene:153,Angina pectoris,HP:0001681,infores:drugmechdb,everycure_indication_list
399,amyl nitrite,CHEBI:2691,NPR1,NCBIGene:4881,Angina pectoris,HP:0001681,infores:drugmechdb,everycure_indication_list
